timestamp,phase,results.RMSE,results.MAE,results.HitRate@5,results.NDCG@5,results.MRR@5,results.HitRate@10,results.NDCG@10,results.MRR@10,results.HitRate@20,results.NDCG@20,results.MRR@20,results.CatalogCoverage,results.AvgDiversity,additional_metrics.n_test_users,additional_metrics.n_candidate_items,additional_metrics.used_llm,additional_metrics.llm_test_users
2025-05-31T19:14:32.121152,main_evaluation,2.426903631845027,2.01359485897988,0.061224489795918366,0.17316918522108726,0.14659863945578233,0.05,0.21168291899386907,0.16116780045351473,0.03587691486851151,0.21168291899386907,0.16116780045351473,0.019176136363636364,0.976,50,200,True,10
